name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
Golden Valley Elec Assn Inc,AK,1149793.0,46703.0,7353.0,Cooperative,227.49,2.62,86.828244,73.0,73.0,AK,843857.0,383648.0,,,,,300.0,,,
Grady Electric Membership Corp,GA,315582.0,19865.0,7450.0,Cooperative,236.23,.,.,44.0,0.0,SERC,0.0,339309.0,SOCO,0.0,0.0,0.0,,,,
Graham County Electric Coop Inc,AZ,121752.0,7742.0,7456.0,Cooperative,86.277,1.476,58.453252,28.0,22.0,WECC,0.0,130726.0,WALC,2753.057,0.0,2753.057,59.547,,,
Goodhue County Coop Elec Assn,MN,96980.0,5165.0,7460.0,Cooperative,27.474,0.305,90.078689,29.0,0.0,MRO,0.0,102194.0,MISO,170.517,0.0,170.517,,,,
City of Grand Haven - (MI),MI,294782.0,14403.0,7483.0,Municipal,13.23,0.109,121.37615,13.0,13.0,RFC,163160.0,207467.0,MISO,0.0,0.0,0.0,3198.0,,,
Grand Rapids Public Util Comm,MN,149562.0,7503.0,7489.0,Municipal,.,.,.,17.0,4.0,MRO,0.0,158656.0,MISO,1.1,0.0,1.1,2484.0,1098.0,8.0,
Grand River Dam Authority,OK,2515758.0,82.0,7490.0,State,.,.,.,23.0,0.0,SPP,6029148.0,2450204.0,,,,,,,,
Town of Granite Falls - (NC),NC,57526.0,2539.0,7496.0,Municipal,.,.,.,3.0,3.0,SERC,0.0,60801.0,,,,,,,,
PUD No 1 of Grays Harbor County,WA,951186.0,43296.0,7548.0,Political Subdivision,117,0.7,167.14286,85.0,0.0,WECC,0.0,1983863.0,BPAT,0.0,0.0,0.0,6615.25,,,
Grayson Rural Electric Coop Corp,KY,246459.0,15320.0,7558.0,Cooperative,381.28,2.6,146.64615,42.0,0.0,ECAR,0.0,259793.0,PJM,15.939,0.0,15.939,,,,
"Grayson-Collin Elec Coop, Inc",TX,1068408.0,57815.0,7559.0,Cooperative,.,.,.,81.0,0.0,TRE,0.0,1138899.0,ERCO,0.0,0.0,0.0,,,,
Grand Valley Power,CO,244721.0,17812.0,7563.0,Cooperative,74.772,.,.,29.0,0.0,WECC,326.0,255957.0,PSCO,0.0,0.0,0.0,19.25,,,
Green Mountain Power Corp,VT,4128426.0,266731.0,7601.0,Investor Owned,.,.,.,288.0,0.0,NPCC,819105.0,4607663.0,ISNE,0.0,0.0,0.0,,17086.0,0.0,
Village of Greene - (NY),NY,44121.0,1265.0,7624.0,Municipal,.,.,.,10.0,0.0,NPCC,0.0,46133.0,,,,,,,,
City of Greeneville - (TN),TN,1169100.0,38492.0,7625.0,Municipal,92.01,1.525,60.334426,68.0,0.0,SERC,0.0,1209897.0,,,,,,,,
City of Greenville - (TX),TX,523756.0,15038.0,7634.0,Municipal,8.331,0.116,71.818966,35.0,35.0,TRE,48005.0,695072.0,ERCO,0.0,0.0,0.0,378.0,1.0,1212.62,
Greenville Utilities Comm,NC,1776178.0,68815.0,7639.0,Municipal,.,.,.,114.0,87.0,SERC,0.0,1826510.0,CPLE,0.0,0.0,0.0,,,,
Greenwood Utilities Comm,MS,272213.0,9198.0,7651.0,Municipal,.,.,.,20.0,18.0,SERC,0.0,290777.0,,,,,,,,
Greer Commission of Public Wks,SC,389031.0,27976.0,7654.0,Municipal,.,.,.,30.0,0.0,SERC,0.0,415227.0,DUK,244.02,0.0,244.02,,,,
Town of Groton - (MA),MA,70269.0,4855.0,7715.0,Municipal,.,.,.,4.0,4.0,NPCC,0.0,47800.0,ISNE,182.2,0.0,182.2,,,,
Groton Dept of Utilities - (CT),CT,444697.0,13532.0,7716.0,Municipal,70.21,0.79,88.873418,22.0,0.0,NPCC,0.0,461428.0,ISNE,2794.548,0.0,2794.548,2646.0,,,
"Grundy Electric Coop, Inc",MO,121203.0,6485.0,7720.0,Cooperative,.,.,.,95.0,95.0,SERC,0.0,133101.0,AECI,0.0,0.0,0.0,,2490.0,0.0,
Guadalupe Valley Elec Coop Inc,TX,2666252.0,86393.0,7752.0,Cooperative,89.12,0.92,96.869565,153.0,153.0,TRE,0.0,2778025.0,ERCO,5819.107,13.702,5832.809,,1381.0,43.7,
"Gulf Coast Electric Coop, Inc",FL,345954.0,20316.0,7785.0,Cooperative,574.822,4.44,129.46441,37.0,0.0,SERC,0.0,362589.0,AEC,0.0,0.0,0.0,107.0,756.0,0.657,
Gunnison County Elec Assn.,CO,124395.0,11062.0,7787.0,Cooperative,.,.,.,5.0,5.0,WECC,0.0,133340.0,WACM,0.0,0.0,0.0,151.0,,,
Gulf Power Co,FL,11078868.0,464882.0,7801.0,Investor Owned,72.47,0.89,81.426966,305.0,0.0,SERC,13198649.0,2318231.0,SOCO,418.375,3.075,421.45,4418.977,,,
Grundy County Rural Elec Coop,IA,63604.0,2265.0,7864.0,Cooperative,.,.,.,34.0,0.0,MRO,0.0,72785.0,,,,,,,,
H-D Electric Coop Inc,SD,105665.0,3620.0,7870.0,Cooperative,60.1,1.02,58.921569,27.0,0.0,SPP,0.0,112392.0,,,,,,,,
Habersham Electric Membership Corp,GA,508679.0,35067.0,7887.0,Cooperative,179.8,1.645,109.30091,59.0,0.0,SERC,0.0,536600.0,SOCO,0.0,0.0,0.0,,,,
Guernsey-Muskingum El Coop Inc,OH,251107.0,16851.0,7891.0,Cooperative,405.88,2.43,167.02881,38.0,0.0,RFC,0.0,264845.0,PJM,0.0,0.0,0.0,,,,
City of Hamilton - (OH),OH,566054.0,29436.0,7977.0,Municipal,86.08,1.25,68.864,54.0,0.0,RFC,6576.0,848786.0,,,,,,4.0,12.1,
Halifax Electric Member Corp,NC,159729.0,11763.0,7978.0,Cooperative,206.73,1.655,124.91239,36.0,0.0,,,,,,,,249.36,,,
NineStar Connect,IN,289428.0,15715.0,8000.0,Cooperative,.,.,.,23.0,0.0,RFC,0.0,304909.0,,,,,,,,
Hancock-Wood Electric Coop Inc,OH,344647.0,13375.0,8034.0,Cooperative,72.21,0.924,78.149351,57.0,0.0,RFC,0.0,359866.0,,,,,,,,
City of Hannibal - (MO),MO,241257.0,8736.0,8055.0,Municipal,69.523,1.894,36.706969,17.0,0.0,SERC,152723.0,257617.0,MISO,0.0,0.0,0.0,,,,
Town of Hardwick,VT,33808.0,4433.0,8104.0,Municipal,.,.,.,6.0,0.0,NPCC,3131.0,34316.0,ISNE,0.0,0.0,0.0,,,,
Harlan Municipal Utilities - (IA),IA,54925.0,2777.0,8122.0,Municipal,4.192,0.044,95.272727,11.0,0.0,MRO,9188.0,63517.0,MISO,0.0,0.0,0.0,262.72,,,
City of Harriman - (TN),TN,207670.0,10978.0,8147.0,Municipal,650.6,4.225,153.98817,16.0,0.0,SERC,0.0,219461.0,,,,,,,,
Harrison County Rural E M C,IN,521492.0,23403.0,8179.0,Cooperative,182.539,2.106,86.675689,47.0,47.0,RFC,0.0,521955.0,MISO,67.496,0.0,67.496,,1920.0,0.0,
"Harrison Rural Elec Assn, Inc",WV,88190.0,6883.0,8192.0,Cooperative,563.761,5.585,100.94199,13.0,0.0,RFC,0.0,95916.0,PJM,0.0,0.0,0.0,,,,
City of Harrisonburg - (VA),VA,728963.0,21353.0,8198.0,Municipal,.,.,.,28.0,0.0,SERC,865.0,750314.0,PJM,1671.0,0.0,1671.0,,,,
City of Harrisonville - (MO),MO,96271.0,4816.0,8199.0,Municipal,16.12,0.188,85.744681,14.0,14.0,SPP,0.0,101416.0,SWPP,0.0,0.0,0.0,,,,
Hart Electric Member Corp,GA,588695.0,36663.0,8210.0,Cooperative,63.805,0.842,75.77791,77.0,77.0,SERC,0.0,617949.0,SOCO,221.0,0.0,221.0,,36663.0,199.0,
Hartford Electric,WI,322633.0,7507.0,8212.0,Municipal,.,.,.,25.0,25.0,MISO,0.0,327806.0,MISO,0.0,0.0,0.0,,,,
City of Hastings - (NE),NE,422757.0,13493.0,8245.0,Municipal,4.582,0.045,101.82222,42.0,28.0,MRO,484036.0,99973.0,,,,,,,,
Havana Power & Light Company,FL,24546.0,1462.0,8276.0,Municipal,.,.,.,2.0,0.0,FRCC,0.0,25616.0,FPC,14.68,0.0,14.68,,,,
Harrison County Rrl Elec Coop,IA,117830.0,3770.0,8283.0,Cooperative,.,.,.,26.0,26.0,MRO,218.0,126832.0,SWPP,18.742,6.6,25.342,,,,
Hawaii Electric Light Co Inc,HI,1049542.0,86271.0,8287.0,Investor Owned,164.67,1.839,89.54323,143.0,0.0,HI,549672.0,572435.0,,,,,,,,
Heartland Power Coop,IA,311733.0,5186.0,8319.0,Cooperative,96.849,0.923,104.92849,60.0,1.0,MRO,0.0,318886.0,MISO,253.0,0.0,253.0,2364.0,2855.0,0.0,
Haywood Electric Member Corp,NC,291977.0,27124.0,8333.0,Cooperative,599.765,4.918,121.95303,38.0,0.0,SERC,0.0,322140.0,DUK,360.935,3.56,364.495,0.0,438.0,1.0,
Heber Light & Power Company,UT,179893.0,12826.0,8366.0,Municipal,37.211,0.748,49.747326,16.0,4.0,WECC,33453.0,160027.0,PACE,0.0,0.0,0.0,238.23,,,
Hendricks County Rural E M C,IN,794361.0,33294.0,8447.0,Cooperative,85.1,1.18,72.118644,69.0,0.0,RFC,0.0,820570.0,MISO,0.0,0.0,0.0,,,,
Henderson City Utility Comm,KY,570772.0,11920.0,8449.0,Municipal,.,.,.,38.0,0.0,SERC,10161.0,584323.0,MISO,7.71,0.0,7.71,,,,
Henry County Rural E M C,IN,192714.0,9574.0,8466.0,Cooperative,149.508,2.285,65.430197,30.0,0.0,RFC,0.0,201844.0,MISO,167.619,0.0,167.619,,,,
City of Hermann,MO,50739.0,1541.0,8493.0,Municipal,2.2,0.02,110,6.0,4.0,SERC,0.0,50739.0,,,,,,,,
City of Hermiston,OR,107416.0,5429.0,8515.0,Municipal,.,.,.,6.0,0.0,WECC,0.0,110691.0,BPAT,0.0,0.0,0.0,,,,
Hibbing Public Utilities Comm,MN,116149.0,7621.0,8543.0,Municipal,.,.,.,17.0,0.0,MRO,15576.0,129114.0,,,,,2026.0,,,
High Plains Power Inc,WY,739587.0,13347.0,8566.0,Cooperative,.,.,.,99.0,0.0,WECC,0.0,778672.0,WACM,0.0,0.0,0.0,400.84,,,
City of Higginsville - (MO),MO,55375.0,2533.0,8567.0,Municipal,30.205,1.109,27.236249,9.0,4.0,SPP,0.0,58640.0,SWPP,0.0,0.0,0.0,,,,
Town of High Point,NC,1165307.0,43251.0,8571.0,Municipal,129.566,1.316,98.454407,85.0,85.0,SERC,0.0,1187781.0,,,,,,,,
City of Highland,IL,126356.0,6741.0,8573.0,Municipal,.,.,.,17.0,0.0,SERC,203.0,134420.0,MISO,0.0,0.0,0.0,,,,
"HILCO Electric Cooperative, Inc.",TX,591343.0,29380.0,8620.0,Cooperative,72.202,0.911,79.255763,44.0,0.0,TRE,0.0,626620.0,ERCO,0.0,0.0,0.0,152.51,,,
Hillsdale Board of Public Wks,MI,120973.0,6024.0,8631.0,Municipal,.,.,.,9.0,9.0,RFC,310.0,129044.0,MISO,0.0,0.0,0.0,,,,
Inland Power & Light Company,WA,912016.0,40917.0,8699.0,Cooperative,187,1.236,151.2945,99.0,0.0,WECC,1018701.0,572.0,BPAT,121.902,0.0,121.902,2443.625,,,
City of Holland,MI,1100492.0,29131.0,8723.0,Municipal,29.084,0.412,70.592233,70.0,0.0,RFC,898067.0,224318.0,MISO,0.0,0.0,0.0,19381.0,,,
Holmes-Wayne Electric Coop Inc,OH,350684.0,17454.0,8761.0,Cooperative,635.7,2.785,228.25853,46.0,31.0,RFC,0.0,366321.0,PJM,283.686,0.02,283.706,,,,
"Holston Electric Coop, Inc",TN,790158.0,30595.0,8764.0,Cooperative,165.218,2.329,70.939459,37.0,0.0,SERC,0.0,822632.0,,,,,,,,
"Holy Cross Electric Assn, Inc",CO,1218050.0,57934.0,8773.0,Cooperative,72.5,0.78,92.948718,52.0,0.0,WECC,420634.0,1225378.0,PSCO,492.767,0.0,499.768,7695.49,18.0,41.098,
City of Holyoke - (MA),MA,361187.0,17689.0,8774.0,Municipal,50.863,1.305,38.975479,55.0,0.0,NPCC,270478.0,196509.0,ISNE,0.0,0.0,0.0,289.49,,,
Horry Electric Coop Inc,SC,1209397.0,81919.0,8786.0,Cooperative,68.035,0.863,78.835458,119.0,0.0,SERC,0.0,1260123.0,SC,0.038,0.0,0.038,0.0,5769.0,46.15,
City of Homestead - (FL),FL,556655.0,25407.0,8795.0,Municipal,87.975,1.161,75.775194,19.0,0.0,FRCC,-512.0,599089.0,HST,378.4,0.0,378.4,,,,
City of Hingham - (MA),MA,192555.0,10029.0,8796.0,Municipal,.,.,.,12.0,4.0,NPCC,0.0,178578.0,ISNE,0.0,0.0,0.0,,,,
M J M Electric Cooperative Inc,IL,134905.0,9312.0,8824.0,Cooperative,440,.,.,41.0,41.0,RFC,0.0,144289.0,MISO,0.0,0.0,0.0,,,,
City of Hope,AR,257036.0,9392.0,8840.0,Municipal,39.19,0.612,64.035948,20.0,0.0,SPP,0.0,274160.0,MISO,0.0,0.0,0.0,,,,
Houston County Elec Coop Inc,TX,421792.0,21733.0,8898.0,Cooperative,.,.,.,45.0,45.0,TRE,0.0,446947.0,,,,,,,,
City of Hudson - (OH),OH,171372.0,6880.0,8972.0,Municipal,41.739,0.567,73.613757,20.0,20.0,RFC,0.0,188302.0,,,,,,,,
Town of Hudson - (MA),MA,217871.0,13312.0,8973.0,Municipal,.,.,.,12.0,10.0,NPCC,8690.0,211856.0,,,,,,,,
Town of Huntersville - (NC),NC,246830.0,6664.0,9087.0,Municipal,.,.,.,10.0,0.0,SERC,0.0,254524.0,,,,,,,,
City of Huntsville - (AL),AL,5192764.0,188149.0,9094.0,Municipal,5.3,0.092,57.608696,259.0,242.0,SERC,0.0,5405684.0,,,,,,,,
City of Lafayette - (LA),LA,2004309.0,68495.0,9096.0,Municipal,39.7,0.66,60.151515,89.0,0.0,SPP,39427.0,3126916.0,MISO,653.0,0.0,653.0,,,,
Hurricane City Power,UT,125519.0,7231.0,9128.0,Municipal,7.617,0.078,97.653846,13.0,9.0,WECC,2989.0,130781.0,PACE,170.237,0.0,170.237,5.9,,,
Village of Hyde Park - (VT),VT,11934.0,1360.0,9144.0,Municipal,.,.,.,1.0,0.0,NPCC,1287.0,12400.0,ISNE,0.0,0.0,0.0,,,,
City of Idaho Falls - (ID),ID,700797.0,28774.0,9187.0,Municipal,49.78,0.57,87.333333,42.0,1.0,WECC,229631.0,673995.0,PACE,49.965,0.0,49.965,3346.994,,,
Idaho Power Co,ID,13871943.0,545819.0,9191.0,Investor Owned,120,1.15,104.34783,604.0,374.0,WECC,13420280.0,5194040.0,IPCO,0.0,0.0,0.0,197159.0,25934.0,0.0,
Idaho Power Co,OR,664771.0,19259.0,9191.0,Investor Owned,118,0.63,187.30159,66.0,19.0,,,,IPCO,0.0,0.0,0.0,5882.0,345.0,0.0,
Illinois Rural Electric Coop,IL,181513.0,10295.0,9209.0,Cooperative,.,.,.,69.0,69.0,RFC,2666.0,192200.0,,,,,,251.0,5.5,
Imperial Irrigation District,CA,3306221.0,156715.0,9216.0,Political Subdivision,53.88,0.51,105.64706,321.0,0.0,WECC,1210353.0,2507990.0,IID,16277.0,0.0,16277.0,14743.0,,,
City of Independence - (IA),IA,78727.0,3146.0,9230.0,Municipal,10.877,0.192,56.651042,7.0,7.0,MISO,0.0,81906.0,MISO,0.0,0.0,0.0,,,,
City of Independence - (MO),MO,1014359.0,59290.0,9231.0,Municipal,.,.,.,66.0,34.0,SPP,328705.0,939625.0,SWPP,349.703,0.0,349.703,397.042,2.0,0.0,
"Indian Electric Coop, Inc",OK,544805.0,19612.0,9246.0,Cooperative,115.417,0.908,127.11123,64.0,0.0,SPP,0.0,570657.0,AECI,0.0,0.0,0.0,,,,
Indianapolis Power & Light Co,IN,13364533.0,503198.0,9273.0,Investor Owned,75.603,0.884,85.523756,436.0,364.0,RFC,14933879.0,1425186.0,MISO,995.0,0.9,995.9,196042.0,57195.0,365.0,
Inter County Energy Coop Corp,KY,469662.0,26538.0,9292.0,Cooperative,135.952,1.64,82.897561,43.0,0.0,RFC,0.0,494381.0,PJM,0.0,0.0,0.0,,,,
Indiana Michigan Power Co,IN,15008675.0,467397.0,9324.0,Investor Owned,189.4,1.185,159.83122,641.0,60.0,RFC,20365361.0,7660288.0,PJM,6578.483,73.968,6652.577,136437.0,2589.0,0.0,
Indiana Michigan Power Co,MI,2535173.0,129283.0,9324.0,Investor Owned,332.2,1.708,194.49649,142.0,9.0,,,,PJM,623.458,1.766,625.224,30991.0,726.0,0.0,
Intercounty Electric Coop Assn,MO,546685.0,30494.0,9331.0,Cooperative,232.995,1.977,117.85281,102.0,0.0,SERC,0.0,576843.0,AECI,0.0,0.0,0.0,,,,
Intermountain Rural Elec Assn,CO,2401189.0,161814.0,9336.0,Cooperative,88.057,0.886,99.387133,320.0,0.0,WECC,1394715.0,1121065.0,PSCO,0.0,0.0,0.0,,,,
Interstate Power and Light Co,IA,14177172.0,491691.0,9417.0,Investor Owned,.,.,.,1498.0,0.0,MRO,12910195.0,6678356.0,MISO,0.0,0.0,0.0,173130.0,36028.0,691.844,
Iowa Lakes Electric Coop,IA,608064.0,12828.0,9425.0,Cooperative,64.03,0.76,84.25,158.0,22.0,MRO,69830.0,661836.0,SWPP,0.0,0.0,0.0,,,,
Town of Ipswich - (MA),MA,107438.0,7203.0,9442.0,Municipal,19.788,0.308,64.246753,7.0,0.0,NPCC,3903.0,109647.0,ISNE,415.7,0.0,415.7,,,,
Itasca-Mantrap Co-op Electrical Assn,MN,219165.0,11946.0,9475.0,Cooperative,103.65,1.156,89.66263,43.0,0.0,MRO,0.0,231062.0,MISO,0.0,0.0,0.0,,,,
Village of Jackson Center - (OH),OH,21306.0,765.0,9572.0,Municipal,.,.,.,3.0,1.0,RFC,0.0,0.0,,,,,17.0,,,
Jackson Energy Coop Corp - (KY),KY,884646.0,51606.0,9575.0,Cooperative,227.26,1.911,118.92203,113.0,0.0,SERC,0.0,931455.0,PJM,0.0,0.0,0.0,,,,
Jackson County Rural E M C - (IN),IN,470426.0,24657.0,9576.0,Cooperative,146.148,1.532,95.396867,36.0,0.0,RFC,0.0,494049.0,MISO,95.0,0.055,95.055,1214.0,629.0,0.0,
Jackson Electric Member Corp - (GA),GA,5528323.0,233101.0,9601.0,Cooperative,73.05,0.885,82.542373,234.0,0.0,SERC,0.0,5647196.0,SOCO,51.689,0.0,51.689,3370.0,24099.0,0.0,
City of Jackson - (MO),MO,142530.0,7378.0,9603.0,Municipal,.,.,.,18.0,0.0,RFC,33.0,156464.0,,,,,,,,
Jackson Purchase Energy Corporation,KY,604186.0,30033.0,9605.0,Cooperative,137.175,1.463,93.762816,91.0,84.0,SERC,0.0,631177.0,MISO,0.0,0.0,0.0,,,,
Village of Jacksonville - (VT),VT,4907.0,711.0,9610.0,Municipal,.,.,.,1.0,0.0,NPCC,0.0,5725.0,ISNE,0.0,0.0,0.0,,,,
City of Jackson - (TN),TN,1682800.0,36306.0,9612.0,Municipal,.,.,.,120.0,118.0,SERC,0.0,1721878.0,,,,,,,,
City of Lebanon - (IN),IN,227476.0,9291.0,9613.0,Municipal,.,.,.,20.0,8.0,RFC,0.0,234712.0,,,,,,,,
Beaches Energy Services,FL,716070.0,35594.0,9616.0,Municipal,.,.,.,29.0,29.0,SERC,0.0,734108.0,FPL,46.767,0.0,46.767,,,,
JEA,FL,12076589.0,481750.0,9617.0,Municipal,.,.,.,378.0,378.0,FRCC,9599676.0,3243429.0,JEA,10281.863,0.0,10281.863,48890.9,34.0,0.0,
Jasper County Rural E M C,IN,246446.0,8180.0,9665.0,Cooperative,56.382,0.907,62.163175,37.0,37.0,RFC,0.0,255108.0,MISO,0.977,0.0,0.977,,,,
City of Jasper - (IN),IN,300689.0,7422.0,9667.0,Municipal,.,.,.,16.0,16.0,RFC,0.0,311790.0,MISO,0.0,0.0,0.0,,,,
"Jasper-Newton Elec Coop, Inc",TX,477531.0,22888.0,9668.0,Cooperative,526.65,4.48,117.5558,63.0,0.0,MRO,0.0,499328.0,MISO,0.0,0.0,0.0,,,,
"Jefferson Davis Elec Coop, Inc",LA,268789.0,10771.0,9682.0,Cooperative,.,.,.,43.0,43.0,SERC,0.0,288652.0,MISO,0.0,0.0,0.0,,,,
Jefferson Electric Member Corp,GA,597874.0,34507.0,9689.0,Cooperative,95.1,1.05,90.571429,58.0,0.0,SERC,0.0,631218.0,SOCO,0.0,0.0,0.0,2976.0,,,
"Jemez Mountains Elec Coop, Inc",NM,395366.0,29208.0,9699.0,Cooperative,396.21,2.669,148.44886,56.0,0.0,WECC,0.0,428301.0,WALC,0.0,0.0,0.0,474.49,,,
Jersey Central Power & Lt Co,NJ,10526741.0,926121.0,9726.0,Investor Owned,173.809,1.553,111.91822,1416.0,1416.0,,,,PJM,0.0,0.0,0.0,1151.298,,,
Joe Wheeler Elec Member Corp,AL,1701886.0,43706.0,9739.0,Cooperative,.,.,.,102.0,92.0,SERC,0.0,1750665.0,,,,,,,,
"Jo-Carroll Energy, Inc",IL,426380.0,20726.0,9750.0,Cooperative,63,0.65,96.923077,104.0,104.0,MRO,45.0,439292.0,MISO,0.0,0.0,0.0,701.0,1417.0,0.0,
Johnson City - (TN),TN,1846061.0,79118.0,9777.0,Municipal,21.525,0.326,66.027607,136.0,116.0,SERC,0.0,1916569.0,,,,,,,,
Johnson County Rural E M C,IN,511410.0,27698.0,9778.0,Cooperative,37.057,0.819,45.246642,40.0,0.0,RFC,0.0,532771.0,MISO,101.82,0.082,101.902,1274.0,2.0,32.0,
Village of Johnson - (VT),VT,12582.0,977.0,9806.0,Municipal,.,.,.,3.0,0.0,NPCC,0.0,13488.0,ISNE,0.0,0.0,0.0,,,,
Jones-Onslow Elec Member Corp,NC,1226419.0,76544.0,9837.0,Cooperative,.,.,.,137.0,131.0,SERC,0.0,1288291.0,CPLE,212.516,0.0,212.516,,,,
Kenergy Corp,KY,8300880.0,57927.0,9964.0,Cooperative,116.79,1.62,72.092593,195.0,186.0,,,,MISO,0.0,0.0,0.0,,,,
Kandiyohi Power Coop,MN,166953.0,8721.0,9991.0,Cooperative,61.6,1.008,61.111111,38.0,11.0,MRO,0.0,175101.0,MISO,0.0,0.0,0.0,,,,
City of Kansas City - (KS),KS,2197991.0,65953.0,9996.0,Municipal,134.741,1.5,89.827333,139.0,0.0,SPP,1068341.0,625831.0,SWPP,252.43,0.0,252.43,209.75,,,
Evergy Metro,KS,6432096.0,262344.0,10000.0,Investor Owned,61.51,0.663,92.775264,353.0,0.0,,,,SWPP,2292.833,6.956,2299.789,7.145,18957.0,0.0,
Evergy Metro,MO,8404298.0,291626.0,10000.0,Investor Owned,91.38,0.977,93.531218,470.0,0.0,SPP,16027949.0,5502645.0,SWPP,11126.258,0.364,11126.622,96719.796,35969.0,606.57,
"Evergy Kansas South, Inc",KS,9773121.0,332744.0,10005.0,Investor Owned,122.7,1.114,110.14363,463.0,0.0,SPP,8533019.0,2790733.0,SWPP,0.0,0.0,0.0,,27912.0,0.0,
Karnes Electric Coop Inc,TX,1192270.0,20749.0,10009.0,Cooperative,.,.,.,82.0,0.0,TRE,0.0,1249455.0,ERCO,0.0,0.0,0.0,,,,
FreeState Electric Coop,KS,274748.0,18310.0,10019.0,Cooperative,335.29,.,.,75.0,0.0,SPP,211.0,292749.0,SWPP,0.0,0.0,0.0,,,,
City of Kaukauna,WI,516533.0,15497.0,10056.0,Municipal,15,0.2,75,40.0,0.0,MISO,190492.0,358134.0,MISO,0.0,0.0,0.0,,,,
Kaysville City Corporation,UT,144654.0,9910.0,10063.0,Municipal,8.61,0.072,119.58333,10.0,0.0,WECC,0.0,152385.0,PACE,0.0,0.0,0.0,,,,
Kauai Island Utility Cooperative,HI,460710.0,34162.0,10071.0,Cooperative,.,.,.,46.0,46.0,HICC,248259.0,235431.0,,,,,1919.4,,,
"Kiamichi Electric Coop, Inc",OK,364114.0,21862.0,10170.0,Cooperative,382.25,2.56,149.31641,49.0,29.0,SPP,0.0,389936.0,AECI,0.0,0.0,0.0,,,,
Kentucky Utilities Co,KY,17855711.0,528336.0,10171.0,Investor Owned,98.4,0.954,103.14465,1115.0,0.0,SERC,19080426.0,1584940.0,LGEE,313.029,0.0,313.029,50581.684,71609.0,0.0,
Kentucky Utilities Co,VA,703005.0,27790.0,10171.0,Investor Owned,127.13,1.292,98.397833,92.0,0.0,,,,LGEE,1.943,0.0,1.943,,,,
Ketchikan Public Utilities,AK,164000.0,7867.0,10210.0,Municipal,.,.,.,15.0,9.0,AK,113109.0,55044.0,,,,,,,,
"Utility Board of the City of Key West, F",FL,741931.0,30610.0,10226.0,Municipal,54.3,1.2,45.25,36.0,0.0,,,,FMPP,204.12,0.0,204.12,,,,
PUD No 1 of Kittitas County,WA,105905.0,4625.0,10326.0,Political Subdivision,.,.,.,15.0,0.0,WECC,0.0,112783.0,BPAT,0.0,0.0,0.0,473.0,,,
Kingsport Power Co,TN,1944080.0,48290.0,10331.0,Investor Owned,262.1,1.645,159.33131,65.0,0.0,,,,PJM,264.257,0.095,264.352,,,,
City of Kinston - (NC),NC,445220.0,11536.0,10345.0,Municipal,19.34,.,.,38.0,0.0,SERC,0.0,464340.0,,,,,,,,
Kissimmee Utility Authority,FL,1620433.0,76897.0,10376.0,Municipal,.,.,.,85.0,36.0,FRCC,0.0,1681876.0,FMPP,2851.6,0.0,2851.6,1457.0,,,
"Kit Carson Electric Coop, Inc",NM,270907.0,28897.0,10378.0,Cooperative,.,.,.,37.0,0.0,WECC,0.0,296349.0,PNM,2496.0,10.72,2506.72,,,,
PUD No 1 of Klickitat County,WA,369066.0,13254.0,10393.0,Political Subdivision,.,.,.,46.0,0.0,WECC,36295.0,381496.0,BPAT,0.0,0.0,0.0,503.0,,,
Knoxville Utilities Board,TN,5362343.0,205454.0,10421.0,Municipal,155.892,1.645,94.767173,309.0,0.0,SERC,0.0,5517908.0,,,,,,,,
Kosciusko County Rural E M C,IN,484266.0,18409.0,10448.0,Cooperative,85.578,1.03,83.085437,37.0,12.0,RFC,0.0,501869.0,MISO,143.943,1.042,144.985,,,,
Kootenai Electric Cooperative,ID,487050.0,26765.0,10454.0,Cooperative,174.049,1.094,159.09415,33.0,33.0,WECC,15465.0,503805.0,AVA,0.0,0.0,0.0,1578.09,,,
"La Plata Electric Assn, Inc",CO,965837.0,43962.0,10539.0,Cooperative,78.689,0.978,80.4591,94.0,0.0,WECC,0.0,1003075.0,WACM,770.956,0.0,770.956,,,,
"LaCreek Electric Assn, Inc",SD,121082.0,6406.0,10558.0,Cooperative,.,.,.,32.0,0.0,MRO,0.0,140212.0,,,,,0.0,504.0,0.0,
Lagrange County Rural E M C,IN,96502.0,7185.0,10562.0,Cooperative,.,.,.,21.0,0.0,RFC,0.0,102808.0,MISO,37.183,0.0,37.183,,,,
City of LaFollette,TN,393796.0,22208.0,10579.0,Municipal,290.17,4.19,69.252983,37.0,36.0,SERC,0.0,417496.0,,,,,,,,
"Lake Region Electric Coop, Inc - (OK)",OK,408971.0,24769.0,10599.0,Cooperative,178.963,1.119,159.93119,67.0,2.0,SPP,0.0,434372.0,AECI,64.853,0.0,64.853,,,,
"Laclede Electric Coop, Inc",MO,681912.0,37208.0,10603.0,Cooperative,123.25,1.81,68.093923,106.0,0.0,SERC,0.0,690879.0,AECI,74.393,0.0,74.393,,,,
Lake Region Electric Cooperative - (MN),MN,456479.0,28406.0,10618.0,Cooperative,86.34,0.92,93.847826,104.0,11.0,MRO,67.0,487713.0,MISO,271.461,78.711,350.172,,,,
