name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
Waverly Municipal Elec Utility,IA,137540.0,4953.0,20214.0,Municipal,.,.,.,17.0,0.0,MRO,59243.0,135779.0,MISO,0.0,0.0,0.0,634.765,,,
Whitewater Valley Rural EMC,IN,237084.0,11935.0,20216.0,Cooperative,.,.,.,41.0,0.0,RFC,0.0,248295.0,MISO,126.901,0.0,126.901,,,,
City of Waynesville - (MO),MO,61123.0,2386.0,20224.0,Municipal,.,.,.,5.0,0.0,SERC,0.0,61123.0,AECI,0.0,0.0,0.0,,,,
Weakley County Mun Elec Sys,TN,462758.0,20448.0,20228.0,Municipal,205.72,12.386,16.609075,33.0,0.0,SERC,0.0,487451.0,,,,,,,,
Weatherford Mun Utility System,TX,423576.0,15077.0,20230.0,Municipal,.,.,.,36.0,0.0,TRE,0.0,432705.0,ERCO,0.0,0.0,0.0,,,,
Town of Wellesley - (MA),MA,239284.0,10133.0,20310.0,Municipal,.,.,.,34.0,12.0,NPCC,0.0,239409.0,ISNE,0.0,0.0,0.0,,,,
Webster Electric Coop,MO,377399.0,18507.0,20318.0,Cooperative,.,.,.,45.0,12.0,SERC,0.0,392590.0,AECI,43.394,0.0,43.394,,,,
Wellsborough Electric Co,PA,75307.0,6273.0,20334.0,Investor Owned,.,.,.,8.0,0.0,RFC,0.0,112028.0,PJM,0.0,0.0,0.0,,,,
West Central Electric Coop Inc - (MO),MO,273386.0,14242.0,20363.0,Cooperative,79.48,.,.,48.0,41.0,SERC,0.0,281337.0,AECI,370.0,0.0,370.0,,,,
West Central Electric Coop Inc - (SD),SD,138500.0,6777.0,20368.0,Cooperative,99.8,0.957,104.28422,57.0,0.0,MRO,0.0,149395.0,,,,,,,,
West Penn Power Company,PA,7258037.0,542979.0,20387.0,Investor Owned,197.848,1.282,154.32761,872.0,872.0,RFC,0.0,7563429.0,PJM,0.0,0.0,0.0,148964.981,55733.0,0.0,
West River Electric Assn Inc,SD,302113.0,17465.0,20401.0,Cooperative,61.56,1.12,54.964286,49.0,0.0,MRO,0.0,318534.0,SWPP,62.844,12.634,75.478,345.0,3394.0,0.0,
Whetstone Valley Elec Coop Inc,SD,100170.0,3367.0,20422.0,Cooperative,55.903,1.623,34.444239,22.0,22.0,MRO,0.0,105523.0,,,,,,,,
Twin Valleys Public Power Dist,NE,96374.0,6565.0,20456.0,Political Subdivision,.,.,.,50.0,0.0,MRO,0.0,157589.0,SWPP,0.0,0.0,0.0,,741.0,546.2,
City of Westerville - (OH),OH,474048.0,17434.0,20477.0,Municipal,18.35,0.44,41.704545,27.0,0.0,RFC,0.0,502705.0,PJM,0.0,0.0,0.0,367.0,555.0,6.16,
City of Westfield - (MA),MA,353536.0,18061.0,20481.0,Municipal,80.332,1.713,46.895505,14.0,0.0,NPCC,0.0,359788.0,,,,,3297.428,,,
"Wheatland Electric Coop, Inc",KS,771415.0,32750.0,20510.0,Cooperative,116.7,0.94,124.14894,115.0,0.0,SPP,0.0,829645.0,SWPP,27.633,14.525,42.158,,,,
Wheeling Power Co,WV,4274264.0,41558.0,20521.0,Investor Owned,524.6,2.441,214.91192,53.0,0.0,,,,PJM,203.532,1.872,205.404,7831.6,212.0,4.0,
"White River Electric Assn, Inc",CO,810037.0,3391.0,20576.0,Cooperative,.,.,.,30.0,0.0,WECC,577.0,830814.0,WACM,0.0,0.0,0.0,,,,
Northeastern Rural E M C,IN,1617731.0,31317.0,20603.0,Cooperative,61.56,1.079,57.052827,75.0,0.0,RFC,0.0,1652325.0,PJM,0.0,0.0,0.0,,1200.0,0.0,
"Wild Rice Electric Coop, Inc",MN,272291.0,14389.0,20639.0,Cooperative,.,.,.,60.0,0.0,MRO,0.0,289131.0,MISO,268.552,109.021,377.573,2091.957,4940.0,3108.002,
Willmar Municipal Utilities,MN,279868.0,9603.0,20737.0,Municipal,4.83,0.09,53.666667,19.0,10.0,MRO,6685.0,280271.0,MISO,10.319,0.0,10.319,722.0,2324.0,3.19,
City of Wilson,NC,1243394.0,34908.0,20785.0,Municipal,29.39,0.514,57.178988,87.0,87.0,SERC,0.0,1305132.0,,,,,,,,
City of Winchester - (TN),TN,181001.0,6160.0,20793.0,Municipal,.,.,.,10.0,0.0,SERC,0.0,188047.0,,,,,,,,
City of Windom,MN,75775.0,2466.0,20806.0,Municipal,.,.,.,8.0,0.0,MRO,32.0,78574.0,MISO,12.9,0.0,12.9,1252.219,,,
Village of Winnetka - (IL),IL,120948.0,5902.0,20824.0,Municipal,.,.,.,13.0,0.0,RFC,0.0,126408.0,PJM,10.97,0.0,10.97,,,,
"Wiregrass Electric Coop, Inc",AL,389668.0,24773.0,20841.0,Cooperative,78.98,1.08,73.12963,51.0,0.0,SERC,0.0,415161.0,,,,,283.08,3663.0,0.0,
Wisconsin Electric Power Co,WI,23557333.0,1138054.0,20847.0,Investor Owned,85,0.65,130.76923,1627.0,0.0,,,,MISO,0.0,0.0,0.0,,88.0,0.0,
Wisconsin Power & Light Co,WI,11017009.0,475545.0,20856.0,Investor Owned,.,.,.,1160.0,361.0,MRO,9927167.0,4090139.0,MISO,0.0,0.0,0.0,,126.0,186.0,
Wisconsin Public Service Corp,WI,10758317.0,447493.0,20860.0,Investor Owned,115,0.98,117.34694,228.0,0.0,,,,MISO,0.0,0.0,0.0,,22894.0,0.0,
Wisconsin Rapids W W & L Comm,WI,261225.0,14847.0,20862.0,Municipal,.,.,.,19.0,19.0,MRO,0.0,268539.0,MISO,64.395,0.0,64.454,,,,
Withlacoochee River Elec Coop,FL,4052450.0,222294.0,20885.0,Cooperative,139.178,1.976,70.434211,212.0,84.0,FRCC,0.0,4200792.0,SEC,1562.012,0.0,1562.012,2.339,,,
"Wood County Electric Coop, Inc",TX,722310.0,37408.0,20927.0,Cooperative,173.59,1.702,101.99177,93.0,0.0,SPP,0.0,766621.0,,,,,,,,
Wise Electric Coop Inc,TX,778814.0,23337.0,20948.0,Cooperative,.,.,.,57.0,57.0,TRE,0.0,808926.0,ERCO,0.0,0.0,0.0,,,,
Woodbury County Rural E C A,IA,76283.0,3359.0,20951.0,Cooperative,.,.,.,28.0,0.0,SPP,0.0,80393.0,SWPP,0.015,0.0,0.015,,,,
Woodruff Electric Coop Corp,AR,384812.0,19027.0,20963.0,Cooperative,31.8,0.55,57.818182,86.0,0.0,SERC,0.0,425665.0,MISO,0.0,0.0,0.0,0.0,3200.0,4000.0,
Wright-Hennepin Coop Elec Assn,MN,905480.0,54616.0,20996.0,Cooperative,38.56,0.33,116.84848,119.0,0.0,MRO,0.0,941604.0,MISO,220.809,9.94,230.749,,,,
York Electric Coop Inc,SC,1070398.0,62320.0,21002.0,Cooperative,72.27,0.722,100.09695,99.0,0.0,SERC,0.0,1113277.0,DUK,1930.0,0.0,1930.0,398.0,5637.0,0.0,
City of Worthington - (MN),MN,221993.0,5465.0,21013.0,Municipal,.,.,.,13.0,0.0,MRO,0.0,232078.0,MISO,0.0,0.0,0.0,1813.8,2275.0,0.0,
Wyandotte Municipal Serv Comm,MI,292720.0,12790.0,21048.0,Municipal,.,.,.,21.0,0.0,RFC,1866.0,352447.0,MISO,62.309,0.0,62.309,619.0,,,
Y-W Electric Assn Inc,CO,335317.0,8783.0,21075.0,Cooperative,62.7,.,.,89.0,0.0,WECC,0.0,366815.0,WACM,2.523,0.0,2.523,112.7,,,
Wyrulec Company,NE,18771.0,499.0,21079.0,Cooperative,353.521,2.228,158.6719,8.0,4.0,,,,WACM,0.0,0.0,0.0,,,,
Wyrulec Company,WY,171783.0,4822.0,21079.0,Cooperative,164.019,1.128,145.40691,37.0,14.0,WECC,0.0,198067.0,WACM,0.0,0.0,0.0,,,,
Yampa Valley Electric Assn Inc,CO,552803.0,27065.0,21081.0,Cooperative,203.5,2.421,84.056175,123.0,0.0,WECC,0.0,576337.0,PSCO,0.0,0.0,0.0,,,,
Yampa Valley Electric Assn Inc,WY,10142.0,734.0,21081.0,Cooperative,.,.,.,3.0,0.0,,,,,,,,,,,
Perennial Public Power Dist,NE,335573.0,7520.0,21111.0,Political Subdivision,.,.,.,72.0,34.0,SPP,0.0,348000.0,SWPP,25.763,0.0,25.763,703.44,,,
City of Zeeland - (MI),MI,408957.0,6749.0,21158.0,Municipal,27.067,0.888,30.480856,24.0,0.0,RFC,3244.0,426267.0,,,,,2914.0,,,
"Southside Electric Coop, Inc",VA,952703.0,56820.0,21244.0,Cooperative,263.6,2.3,114.6087,126.0,0.0,SERC,0.0,1005891.0,PJM,0.0,0.0,0.0,,1338.0,7.198,
"Fergus Electric Coop, Inc",MT,247670.0,6496.0,21513.0,Cooperative,.,.,.,78.0,0.0,WECC,0.0,256799.0,WAUW,0.0,0.0,0.0,,,,
City of Laurens - (SC),SC,112229.0,5362.0,21526.0,Municipal,.,.,.,9.0,0.0,SERC,0.0,117249.0,,,,,,,,
"Mohave Electric Cooperative, I",AZ,681478.0,41814.0,21538.0,Cooperative,69.3,.,.,51.0,0.0,WECC,0.0,782593.0,WALC,496.503,0.0,496.503,1016.989,,,
"Washington-St Tammany E C, Inc",LA,1001267.0,52929.0,21567.0,Cooperative,374.357,3.365,111.25022,103.0,0.0,SERC,0.0,1077968.0,MISO,0.0,0.0,0.0,,,,
EnergyUnited Elec Member Corp,NC,2685780.0,130295.0,21632.0,Cooperative,98.58,0.949,103.87777,248.0,15.0,SERC,0.0,2841216.0,DUK,0.0,0.0,0.0,194.021,11283.0,744.0,
Kentucky Power Co,KY,5631770.0,165461.0,22053.0,Investor Owned,485,2.485,195.17103,225.0,27.0,,,,PJM,142.637,0.0,142.637,243.0,4.0,0.0,
"Evergy Kansas Central, Inc",KS,9753285.0,383452.0,22500.0,Investor Owned,99.847,1.019,97.98528,775.0,24.0,SPP,9868604.0,6723123.0,SWPP,0.0,0.0,0.0,,27912.0,0.0,
Delta Electric Power Assn,MS,496236.0,28173.0,22815.0,Cooperative,364.46,4.504,80.919183,70.0,0.0,SERC,0.0,535956.0,,,,,,,,
Clark County Rural E M C - (IN),IN,490874.0,24937.0,22822.0,Cooperative,99.451,0.807,123.23544,44.0,0.0,RFC,0.0,511737.0,MISO,70.695,2.222,72.917,,,,
"Sierra Electric Coop, Inc",NM,40583.0,4233.0,23326.0,Cooperative,.,.,.,6.0,0.0,WECC,88.0,69729.0,PNM,87.0,0.0,87.0,,,,
Tucson Electric Power Co,AZ,8744023.0,428627.0,24211.0,Investor Owned,.,.,.,400.0,0.0,WECC,12236091.0,5658322.0,TEPC,214433.476,0.0,214433.476,114888.0,230.0,20464.0,
City of Escanaba,MI,132545.0,7245.0,24558.0,Municipal,.,.,.,11.0,0.0,MRO,1377.0,131437.0,MISO,0.0,0.0,0.0,1062.0,,,
Unitil Energy Systems,NH,664786.0,69626.0,24590.0,Investor Owned,82.53,0.845,97.668639,90.0,0.0,NPCC,0.0,765051.0,ISNE,1002.589,0.0,1002.589,13709.0,,,
Boone County Rural EMC,IN,406898.0,14974.0,24753.0,Cooperative,141,1.4,100.71429,54.0,0.0,RFC,0.0,419178.0,MISO,201.057,0.0,201.057,,,,
Brunswick Electric Member Corp,NC,1405438.0,95216.0,24889.0,Cooperative,35.256,0.54,65.288889,119.0,0.0,SERC,0.0,1482613.0,CPLE,0.0,0.0,0.0,,,,
Cass County Elec Coop Inc,ND,1287375.0,52086.0,24949.0,Cooperative,30.56,0.498,61.365462,41.0,11.0,MRO,0.0,1328581.0,MISO,125.245,56.811,182.056,10.0,9743.0,6223.56,
Dakota Electric Association,MN,1792922.0,108554.0,25177.0,Cooperative,18.27,0.32,57.09375,165.0,0.0,MRO,0.0,1841052.0,MISO,0.0,0.0,0.0,,,,
Western Indiana Energy REMC,IN,687171.0,16981.0,25295.0,Cooperative,325.928,2.232,146.02509,71.0,0.0,RFC,0.0,708592.0,MISO,94.404,0.0,94.404,,4.0,0.0,
Liberty Utilities (Granite State Electri,NH,434587.0,38913.0,26510.0,Investor Owned,115.689,0.924,125.20455,52.0,0.0,NPCC,0.0,463065.0,ISNE,0.0,0.0,0.0,9224.361,,,
Pella Cooperative Elec Assn,IA,58013.0,3026.0,26765.0,Cooperative,87.34,0.94,92.914894,22.0,0.0,MRO,0.0,61361.0,,,,,,,,
"Ravalli County Elec Coop, Inc",MT,163895.0,10837.0,26916.0,Cooperative,143.2,1.597,89.668128,20.0,0.0,WECC,0.0,173804.0,NWMT,0.0,0.0,0.0,1204.0,,,
"Red Lake Electric Coop, Inc",MN,117401.0,5636.0,26934.0,Cooperative,.,.,.,34.0,0.0,MRO,0.0,135768.0,MISO,26.492,1.094,27.586,479.833,2176.0,549.201,
Red River Valley Coop Pwr Assn,MN,124264.0,4681.0,26939.0,Cooperative,81,0.62,130.64516,43.0,32.0,MRO,0.0,131002.0,MISO,0.0,0.0,0.0,1463.0,2007.0,0.0,
City of Ripley - (TN),TN,191490.0,6630.0,27222.0,Municipal,70.747,1.6,44.216875,9.0,8.0,SERC,0.0,197751.0,,,,,,,,
"Southwest Electric Coop, Inc",MO,590277.0,41707.0,27238.0,Cooperative,139.5,1.024,136.23047,98.0,0.0,SERC,0.0,626596.0,AECI,111.7,0.0,111.7,,,,
Town of Stowe- (VT),VT,74797.0,4264.0,27316.0,Municipal,.,.,.,7.0,0.0,NPCC,1191.0,75627.0,ISNE,0.0,0.0,0.0,,,,
Todd-Wadena Electric Coop,MN,190219.0,8813.0,27422.0,Cooperative,66.13,0.783,84.457216,59.0,0.0,MRO,0.0,199256.0,MISO,214.14,56.287,270.427,,,,
Carroll-White REMC,IN,382971.0,14695.0,27599.0,Cooperative,352.5,.,.,53.0,0.0,RFC,0.0,398793.0,MISO,111.713,0.0,111.713,379.0,,,
Clatskanie Peoples Util Dist,OR,988974.0,4224.0,28541.0,Political Subdivision,95.272,0.674,141.35312,10.0,0.0,WECC,53175.0,1051879.0,BPAT,0.0,0.0,0.0,1864.341,,,
Kerrville Public Utility Board,TX,504939.0,22994.0,28604.0,Municipal,23.249,0.355,65.490141,28.0,14.0,TRE,0.0,530542.0,ERCO,0.0,0.0,0.0,597.105,,,
City of San Marcos - (TX),TX,637568.0,24551.0,28978.0,Municipal,.,.,.,24.0,0.0,TRE,0.0,637570.0,,,,,,,,
"Pioneer Electric Coop, Inc - (AL)",AL,176438.0,12775.0,30517.0,Cooperative,226.653,2.213,102.41889,42.0,29.0,SPP,0.0,187441.0,AEC,0.756,0.0,0.756,,,,
Okefenoke Rural El Member Corp,FL,169436.0,10747.0,31833.0,Cooperative,144.243,0.683,211.19034,6.0,5.0,,,,SOCO,0.07,0.0,0.07,,,,
Okefenoke Rural El Member Corp,GA,419597.0,26893.0,31833.0,Cooperative,61.351,0.348,176.29598,42.0,32.0,SERC,0.0,621933.0,SOCO,0.102,0.0,0.102,,,,
"Mid-Ohio Energy Coop, Inc",OH,166337.0,8146.0,36189.0,Cooperative,71.01,.,.,32.0,0.0,RFC,0.0,175912.0,,,,,,,,
Great Lakes Energy Coop,MI,1539061.0,126250.0,38084.0,Cooperative,176.097,1.576,111.73668,246.0,0.0,MRO,97.0,1616722.0,MISO,0.0,0.0,0.0,15403.903,,,
"Chickasaw Electric Coop, Inc",TN,499965.0,20464.0,40166.0,Cooperative,.,.,.,48.0,0.0,SERC,0.0,522491.0,,,,,,,,
Rappahannock Electric Coop,VA,3859370.0,166571.0,40228.0,Cooperative,183.43,1.74,105.41954,370.0,25.0,SERC,0.0,4060522.0,PJM,0.0,0.0,0.0,,38693.0,33.08,
"Forked Deer Electric Coop, Inc",TN,201093.0,9957.0,40236.0,Cooperative,.,.,.,23.0,0.0,SERC,0.0,211575.0,,,,,,,,
"Sullivan County R E C, Inc - (PA)",PA,52756.0,5995.0,40291.0,Cooperative,.,.,.,15.0,0.0,RFC,0.0,57502.0,PJM,0.093,0.0,0.093,,294.0,0.0,
North East Mississippi EPA,MS,665901.0,27116.0,40302.0,Cooperative,.,.,.,44.0,15.0,SERC,0.0,698152.0,,,,,,,,
Minnesota Valley Coop L&P Assn,MN,210692.0,5282.0,40304.0,Cooperative,41,.,.,58.0,58.0,MRO,0.0,224485.0,MISO,143.105,96.668,239.773,,,,
Columbia River Peoples Ut Dist,OR,482347.0,19590.0,40438.0,Political Subdivision,60.368,0.676,89.301775,26.0,0.0,WECC,0.0,496691.0,BPAT,112.278,0.0,112.278,2976.595,,,
City of Grand Island - (NE),NE,721257.0,26269.0,40606.0,Municipal,11.138,1.2,9.2816667,56.0,0.0,MRO,508586.0,691369.0,SWPP,0.0,0.0,0.0,,,,
Southwest Iowa Rural Elec Coop,IA,108165.0,5915.0,49986.0,Cooperative,121.76,1.687,72.175459,16.0,0.0,RFC,0.0,118904.0,,,,,,,,
NSTAR Electric Company,MA,6495992.0,696258.0,54913.0,Investor Owned,70.3,0.735,95.646259,2259.0,524.0,,,,ISNE,466156.237,49255.057,515411.294,696831.73,8079.0,4.5,
City of Moreno Valley - (CA),CA,193012.0,6857.0,55787.0,Municipal,.,.,.,20.0,0.0,WECC,898.0,204468.0,CISO,0.0,0.0,0.0,8050.0,15.0,41.445,
Entergy Texas Inc.,TX,19008103.0,459190.0,55937.0,Investor Owned,297,2.019,147.10253,671.0,0.0,SERC,6326958.0,15088727.0,MISO,0.0,0.0,0.0,44488.239,8.0,73.753,
Heart of Texas Electric Coop,TX,474367.0,22155.0,55982.0,Cooperative,167.15,1.33,125.67669,61.0,0.0,,,,ERCO,0.0,0.0,0.0,,,,
"Black Hills Colorado Electric, LLC",CO,1954358.0,97890.0,56146.0,Investor Owned,73.669,1.307,56.364958,127.0,0.0,,,,PSCO,0.0,0.0,0.0,15726.0,,,
Ameren Illinois Company,IL,8017902.0,499059.0,56697.0,Investor Owned,132.29,0.995,132.95477,2966.0,0.0,,,,MISO,0.0,0.0,0.0,333324.0,,,
Liberty Utilities,CA,564462.0,48770.0,57483.0,Investor Owned,416.51,2.96,140.71284,42.0,0.0,WECC,131026.0,456184.0,CISO,0.0,0.0,0.0,1779.139,,,
City of Winter Park - (FL),FL,425022.0,15565.0,58124.0,Municipal,.,.,.,16.0,0.0,FRCC,0.0,445668.0,FPC,401.337,0.0,401.337,15.18,,,
PUD No 1 of Jefferson County,WA,376212.0,19742.0,59013.0,Political Subdivision,291,2.04,142.64706,21.0,21.0,,,,BPAT,0.0,0.0,0.0,651.0,,,
CKenergy Electric Cooperative,OK,654238.0,25684.0,60482.0,Cooperative,.,.,.,95.0,0.0,,,,SWPP,0.0,0.0,0.0,,457.0,9.6,
Upper Michigan Energy Resources Corp.,MI,1610240.0,36818.0,60631.0,Investor Owned,238,1.5,158.66667,57.0,0.0,,,,MISO,0.0,0.0,0.0,,80.0,0.0,
Southern Pioneer Electric Company,KS,817910.0,16939.0,60839.0,Cooperative,106.41,.,.,83.0,0.0,,,,SWPP,41.042,0.0,41.042,,,,
